"recipeID","instructions"
"12909","heat oven degree butter large gratin dish bake dish inch remove outermost leave endive trim bottom appear brown dry cut endive lengthwise half brown endive melt tablespoon butter large skillet inch medium heat nonstick wellseasoned cast iron good choice since delicate endive leave wont stick tear decent skillet will butter just stop foam add many endive cut side will fit loose layer cook cut side nicely brown minute use tong turn endive brown minute two side transfer brown endive gratin dish arrange cut side add remain tablespoon butter skillet brown rest endive endive fit snug single layer gratin dish aromatic braise liquid still film butter skillet still medium heat add prosciutto strip skillet turn coat butter tuck strip endive drape rest top season salt pepper keep mind prosciutto salty add stock skillet bring boil high heat scrape bottom pan wooden spoon loosen brown bit pour stock endive prosciutto braise cover dish tightly foil braise endive collapse tender pierce sharp knife burnish hue minute remove foil baste endive spoon juice pan pan spin-dry add tablespoon water braise uncover another minute pan juice turn caramel color almost completely evaporate pour heavy cream lesser amount want something little rich taste bake cream take caramel color thicken saucelike consistency another minute spoon pan drippings serve warm room temperature braise endive fry egg pair egg fry olive oil braise endive make fabulous supper add extra slice priscutto recipe step endive do fry many egg like olive oil large skillet medium heat slide fry egg onto dinner plate return skillet mediumhigh heat add teaspoon sherry vinegar balsamic vinegar let boil minute drizzle reduce vinegar egg place warm roomtemperature braise endive next egg serve immediately var article typedata article typedatainitstepbystepimages"
"12910","tear chicory bitesize piece place large salad bowl cover paper towel refrigerate peel pear cut inch cube place cube small bowl toss lemon juice set aside small skillet medium heat cook bacon crisp golden minute drain bacon paper towel discard bacon fat wipe skillet add walnut skillet toast low heat stir often just begin give oil minute remove heat set aside prepare dress small bowl whisk salt vinegar mustard pepper gradually add oil whisk emulsify set aside pour dress chicory toss coat divide salad among plate sprinkle bacon pear walnut roquefort cheese var article typedata article typedatainitstepbystepimages"
"12914","preheat oven large rim bake sheet toss rutabagas parsnip turnip carrot tablespoon olive oil spread even layer season salt pepper bake hour stir occasionally just tender let cool small skillet heat remain tablespoon olive oil add shallot cook moderate heat start brown minute transfer large bowl let cool stir wine vinegar thyme season salt pepper add roast vegetable persimmon frise endive dress toss good transfer platter sprinkle pomegranate seed serve"
"12918","toss green together divide batch heat tablespoon oil inch nonstick skillet moderately high heat hot smoke add batch green teaspoon salt teaspoon pepper sauté toss wooden spatula tong evenly wilt still crunchy minute remove heat add teaspoon lemon juice toss coat transfer serve dish repeat procedure remain oil green salt pepper lemon juice"
"12924","large bowl combine romaine endive fennel heart palm scallion tomato bell pepper carrot red onion refrigerate chill small skillet toast pine nut moderate heat stir golden minute let cool bowl mix oil vinegar garlic season salt pepper add blue cheese pine nut salad toss dress serve"
"12928","small bowl combine mayonnaise lime juice zest season salt pepper large bowl mix herb endive add dress toss garnish chive blossom serve"
"12930","blender combine avocado buttermilk vinegar shallot parsley garlic process smooth machine add vegetable oil thin stream process smooth season salt white pepper preheat broiler position rack inch heat source large skillet cook bacon moderate heat turn brown crisp minute drain bacon paper towel break inch piece brush bread side olive oil broil toast second per side cut slice half diagonally large bowl toss endive cup chive bacon add cup dress toss evenly coat refrigerate remain dress use within day season salad salt pepper arrange toast large plate mound salad top tuck avocado wedge sprinkle salad remain tablespoon chive serve"
"12932","preheat oven °f rack middle spin-dry pork good paper towel season teaspoon salt teaspoon black pepper cut half crosswise two piece short enough fit together ovenroof skillet inch heat vegetable oil skillet mediumhigh heat shimmer brown pork good side minute transfer skillet oven roast internal temperature register °f minute meanwhile toast walnut medium heat nonstick skillet lightly brown fragrant small food processor pulse walnut garlic water teaspoon salt teaspoon pepper remove pork oven transfer meat plate rest add vinegar skillet boil scrape brown bit second pour heatproof measure cup add olive oil mixture make cup liquid slowly add mixture food processor motor run make vinaigrette toss arugula endive dress coat top pork additional dress crumble remain walnut top"
"12934","large bowl combine romaine lettuce belgian endive red onion baby arugula cherry tomato half cheese toss salad enough vinaigrette coat season salad salt pepper taste arrange salad platter cut steak crosswise thin slice arrange steak slice atop salad sprinkle remain cheese drizzle vinaigrette steak slice serve mix vinegar lemon juice honey salt pepper blender machine run gradually blend oil"
"12939","place chicken sheet plastic wrap parchment paper use fry pan gently pound breast even thickness inch thick combine flour salt freshly grind black pepper wide shallow dish mix thoroughly coat breast dredge flour mixture shake excess flour wrap one piece bacon around piece chicken secure toothpick heat oil medium heavybottomed fry pan medium heat shimmer add chicken breast cook bacon good brown minute per side add juice reduce heat mediumlow simmer cider reduce chicken cook minute remove heat remove toothpick make sandwich spread mustard evenly cut side bread layer half endive apple slice alternately one piece bread top chicken breast drizzle pan juice season freshly grind black pepper close sandwich repeat make 2 sandwich"
"12940","preheat oven degree f spread nut sheet pan single layer bake shake pan occasionally nut toast fragrant minute let nut cool coarse chop trim stem watercress arugula wash spin-dry leavesmeanwhile whisk vinegar mustard together large salad bowl season teaspoon salt pepper gradually whisk olive oil start drop add rest steady stream make smooth slightly thick dress halve endive lengthwise cut core thinly slice crosswise add lettuce bowl quarter core unpeeled pear thinly slice add salad scatter cheese nut salad season salt pepper taste toss salad gently evenly dress green divide among plate serve immediately"
"12942","put oil pan garlic anchovy cook low heat stir melt muddy mess everything begin meld together whisk tablespoon butter soon melt remove heat give beat whisk everything creamy amalgamate taste feel want dip sauce mean pungent acrid want sauce little mellow whisk remain tablespoon butter pour dish ideally fit flame get cold tabledip crudites eat"
"12944","small skillet toast rice high heat shake skillet time rice golden brown minute transfer rice spice grinder let cool completely grind rice powder large skillet heat oil add turkey cook moderately high heat break meat evenly pink remain minute add stock cook stir bubble remove heat stir fish sauce season salt black pepper stir lime juice let stand minute stir lemongrass scallion shallot ring cilantro mint crush red pepper rice powder arrange lettuce lime wedge platter spoon laap top serve"
"12945","stir together first ingredient large bowl stir shrimp celery spoon shrimp mixture onto bottom half endive leave pair sancerre sauvignon blanc vermentino"
"12951","combine shallot next ingredient small bowl arrange green next ingredient evenly serve plate sprinkle goat cheese cranberry drizzle dress"
"12953","prepare marinade combine first ingredient bowl stir good whisk prepare vegetable work artichoke time cut stem base remove bottom leave tough outer leave leave tender heart bottom trim inch top artichoke steam artichoke cover minute tender cool room temperature cut artichoke half lengthwise remove fuzzy thistle bottom spoon steam potato cover minute tender cool room temperature trim carrot stem inch steam carrot cover second plunge ice water drain good trim radish top inch place artichoke potato carrot radish radicchioand endive large bowl drizzle marinade toss gently coat cover marinate refrigerator hour arrange vegetable platter top olive cheese serve baby vegetable antipasto rosemaryscented flatbread black grape light snappy white like pino toi producer maculan blend pinot grigio pinot bianco tacai chardonnay good bet italian gavi orvieto"
"12954","position rack center oven preheat oven degree f high settingbring steak room temperaturemeanwhile remove garlic cleave bulb finely grate remove clove skin still intact spread bake sheet along tomato toss cup evoo season salt pepper turn tomato cutside roast tomato char soften minuteslightly toast pine nut small skillet medium heat remove plate cool combine parsley basil endive radicchio thyme pine nut lemon juice cheese food processor season salt pepper pulse chop motor run drizzle remain cup evoo slow stream blend transfer pesto serve dish leftover pesto delicious sandwich toss hot pasta starchy cook water heat grill pan heavy griddle mediumhigh heat prepare outdoor grill drizzle steak evoo sprinkle salt pepper grill minute flip cook minute mediumrare remove cut board let rest minute place steak serve plate drizzle pesto serve roast tomato garlic bread side eat squeeze garlic skin rub onto bread top tomato"
"12957","blanch pea large saucepan boilingsalted water bright green andcrisptender minute drain peastransfer bowl ice water cool drainthinly slice sharp diagonal purée cup parmesan vinegar limejuice dijon mustard teaspoon salt teaspoonpepper blender smooth withmachine run gradually add oilsand blend emulsify wellincorporated place red endive spear yellowspear plate fill leave ofthe snap pea top endivespears arrange perpendicularly thebottom leave fill remain snappeas drizzle dress sprinkleremaining cup parmesan herb overthen drizzle dress seasonwith pepper"
"12958","preheat oven toss shiitake tablespoon olive oil spread bake sheet roast minute turn tender barely crisp let cool blender food processor pulse mushroom garlic finely chop add lemon juice machine pour remain olive oil thin stream transfer bowl stir truffle oil season salt pepper heat vegetable oil saucepan bowl toss shallot flour shake excess work batch fry shallot high heat stir golden crisp minute transfer shallot paper towel drain season lightly salt large bowl toss frise radicchio endive add half dress toss good season salt pepper add remain dress toss transfer salad platter top prosciutto fry shallot serve"
"12961","preheat oven whisk together first ingredient large bowl add bread cube cover chill minute spoon bread lightly grease x inch bake dish bake hour set serve immediately caf brlot sauce"
"12962","food processor combine bean olive oil parsley lemon juice honey lemon zest rosemary salt blend smooth spread tapenade onto belgian endive spear serve dip crudite"
"12964","bake recipe barbecue recipe blender recipe bread machine recipe convection oven recipe"
"12965","preheat oven combine walnut tablespoon honey spread bake sheet coat cook spray bake minute stir minute combine tablespoon honey vinegar orange juice small saucepan bring mixture boil high heat cook reduce tablespoon minute fill endive leaf orange section top section teaspoon cheese teaspoon walnut arrange plate drizzle vinegar mixture evenly leave sprinkle evenly chive pepper"
"12966","preheat oven arrange cauliflower floret single layer x inch metal bake pan drizzle tablespoon olive oil sprinkle black pepper kosher salt toss combine bake minute cauliflower lightly brown heat remain teaspoon oil small skillet medium heat add prosciutto pan saut minute crisp stir occasionally add garlic pan saut minute drain paper towel combine cauliflower mixture prosciutto mixture vinegar large bowl coarse mash fork stir chop parsley spoon tablespoon cauliflower mixture endive leaf serve warm room temperature"
"12967","cook butter sugar heavy saucepan low heat stir constantly minute smooth stir cream coffee cook stir constantly minute thicken remove heat stir brandy orange zest"
"12968","large bowl combine parmesan cup pecorino bread crumb parsley egg half garlic stir soft dough form use moisten hand roll mixture inch ball arrange single layer bake sheet line plastic wrap refrigerate chill firm minute meanwhile medium saucepan heat olive oil shimmer add remain garlic cook moderately high heat soften second add green cook stir wilt just begin brown minute long add stock bring simmer drop dumpling simmer stock cook rise surface minute season soup salt pepper serve deep bowl pass extra pecorino table"
"12969","combine first ingredient teaspoon paprika medium bowl mash fork smooth top endive leaf teaspoon cheese mixture sprinkle remain teaspoon paprika evenly cheese mixture"
"12971","reserve tbsp onion late use combine remain onion chicken dress ginger orange zest spoon tbsp chicken mixture onto lettuce leaf top cranberry sauce sprinkle reserve onion"
"12974","drain fava bean place large saucepan add enough water cover bean cover pot cook mediumhigh heat skim foam rise top water boil foam add generous pinch salt cook bean stir occasionally hour dissolve water take consistency clot cream may add boil water keep bean scorch use handheld electric mixer beat cup olive oil adjust season salt pepper taste transfer serve bowl bean cook rinse green water place large saucepan high heat cook water cling leave add little water necessary prevent scorch tender remove pan strainer squeeze excess water place serve dish toss remain cup olive oil salt pepper taste serve green fava puree together bread"
"12976","combine first ingredient large bowl add dress toss coat"
"12977","chop lettuce watercress chicory romaine set aside separately cut tomato half remove seed die finely set aside good pull breast meat bite size strip set aside chop cook bacon finely set aside cut avocado small piece set asidecarefully arrange set aside ingredient serve platter may toss together good keep thing lay separately diner may arrange salad plate suit themselvesdecorate platter quarter hardboiled egg chop chive crumble blue cheese pass old fashion french dress table diner dress salad"
"12978","prepare endive cook trim root end endive careful ensure leave remain attach remove wilt leave cut brown portion wash cool run waterbraising endive preheat oven degree f arrange endive single layer stave top oven proof casserole bake dish just large enough accommodate add salt water lemon juice butter cover dish lid foil simmer top stave just tender minute remove cover lie piece parchment cut size onto surface vegetable place preheat oven bake hour baste endive several time cook liquid dish may need add water assure liquid remain ¼inch deep taste liquid halfway cook adjust season neededthey do endive tender pale golden color remove oven discard parchment garnish parsley use serve warm"
"12979","combine first ingredient large bowl cook bacon large nonstick skillet medium heat crisp remove bacon pan reserve drippings crumble add shallot drippings pan cook second stir constantly remove heat stir champagne vinegar maple syrup extravirgin olive oil dijon mustard salt freshly grind black pepper pour dress salad green toss good combine add crumble bacon cheese green toss gently"
"12983","whisk together vinegar shallot mustard salt pepper small bowl add oil slow stream whisk constantly dress emulsify whisk chive toss together endive mâche radish large bowl drizzle dress toss gently coat serve immediately"
"12984","preheat oven medium saucepan combine olive sour cherry cup wine bring boil simmer low heat minute cover set aside large enamel castiron casserole heat olive oil add bacon cook moderate heat fat render minute use slot spoon transfer bacon plate season lamb salt pepper add roast casserole brown good side moderately high heat minute transfer lamb plate bacon add beef stock remain red wine casserole bring boil scrape brown bit bottom return lamb bacon casserole add garlic thyme carrot onion bay leave peppercorn cover casserole braise lamb oven hour minute tender instantread thermometer insert center roast register meanwhile arrange endive cut side large skillet add sugar lemon juice tablespoon butter cup water bring boil cover cook moderate heat endive tender minute uncover cook moderate heat endive caramelized bottom minute season salt pepper keep warm small bowl blend remain tablespoon butter flour make paste transfer lamb carve board cover loosely foil strain braise liquid medium saucepan skim fat boil high heat reduce cup minute add olive cherry red wine simmer moderate heat minute whisk braise liquid flour paste smooth whisk paste simmer sauce cook low heat stir occasionally floury taste remain minute season salt pepper discard string carve lamb thick slice serve sauce endive"
"12985","whisk together mustard vinegar cream salt white pepper large bowl blend blanch cauliflower quart saucepan boil salt water second drain transfer bowl ice cold water stop cook drain good add dress bowl add endive cabbage onion toss coat season salt pepper"
"12987","whisk together vinegar mustard thyme garlic salt pepper large salad bowl combine add oil slow stream whisk emulsify cover vinaigrette let stand hour add salad green vinaigrette toss coat · green can wash dry cut hour ahead chill seal plastic bag"
"12988","large bowl combine soy sauce onion rice wine vinegar honey cilantro sriracha sesame seed ginger garlic sesame oil stir good combine place chicken large plastic bag bake dish cover marinade toss combine place refrigerator turn frequently marinate less hour preheat grill medium oven degree f remove chicken marinade reserve marinade pat chicken spin-dry grill chicken skinside brown minute meanwhile place leftover marinade small saucepan bring boil low heat medium simmer slightly thick minute turn chicken grill skin brown crispy minute transfer chicken skinside roast pan roast baste marinade occasionally cook minute arrange chicken platter spoon reduce marinade top serve honeyed applecabbage slaw bowl combine mayonnaise sour cream honey vinegar salt pepper whisk good set asidein large bowl combine green cabbage apple carrot endive onion parsley toss dress evenly coat place refrigerator cover chill slightly serve"
"12989","combine first ingredient jar cover tightly shake vigorously let stand minute hour combine salad green cucumber tomato wedge large bowl shake dress vigorously pour salad toss good"
"12990","combine lemon juice anchovy shallotvinegar garlic processor blend untilshallot garlic finely chop addavocado sour cream parsley tarragonand basil blend almost smooth withmachine run add olive oil feedtube thin stream transfer dip smallbowl season taste salt pepperdo ahead can make day aheadcover chill place bowl dip large plattersurround shrimp vegetable"
"12991","goat cheese food processor pulse walnut coarse chop tear bread piece pulse food processor chop walnut become coarse breadcrumb transfer breadcrumb mixture wide flat dish stir chop chive parsley flatten piece goat cheese disk season salt dip disk beat egg mixture coat breadcrumb pack crumb onto disk goat cheese coat chill fridge less hour preheat oven degree f help facilitate fry process pop disk freezer minute fry coat large nonstick saute pan generously olive oil bring mediumhigh heat carefully fry goat cheese disk hot oil side golden brown crispy minute per side disk fry keep warm oven remove oil burn bit pan give splash new oil reduce heat low add shallot pan let cook pan cool slightly add dijon sherry vinegar pan whisk combine add radicchio arugula endive season salt toss fully incorporate vinaigrette allow salad slightly wilt taste make sure delicious divide wilt salad serve plate top salad goat cheese disk"
"12996","large saucepan bring gallon water boil keep warm large stockpot combine cider vinegar coffee onion thyme salt peppercorn cup brown sugar remain gallon water bring boil hold turkey leg carefully ease bird hot brine neck end add enough hot water stockpot cover turkey bring simmer simmer hour carefully remove turkey stockpot strain cup braise liquid heatproof bowl stir remain cup brown sugar discard remain braise liquid meanwhile light charcoal grill preheat gas grill minute turkey finish simmer add cup hickory chip coal chip start smoke brush turkey breast oil set turkey breast side grill cover smoke low fire flame minute baste turkey reserve braise liquid turn breast side baste cover grill continue smoke turkey minute long baste occasionally braise liquid add coal hickory chip grill necessary turkey do instantread thermometer insert inner thigh register transfer turkey cut board let rest minute carve"
"12999","small bowl combine shallot vinegar let sit minute add cream mustard whisk combine add oil steady stream whisk emulsify season taste salt pepper line large plate bibb lettuce leave large bowl combine lettuce tomato endive cheese ham chicken add dress taste toss coat arrange mixture center bibb lettuce leave decoratively arrange egg slice around outer edge green desire drizzle dress garnish chive parsley serve"
"5602","preheat oven pie plate toast hazelnut minute fragrant brown transfer hot nut kitchen towel rub together remove skin let nut cool completely coarse chop meanwhile bring medium saucepan salt water boil smash garlic add shrimp cook opaque minute drain let cool discard garlic large bowl whisk lemon juice mince garlic teaspoon salt generous pinch pepper whisk hazelnut olive oil stir basil celery leave scallion tablespoon chop hazelnut coarse chop shrimp add dress season salt pepper toss coat arrange endive leave large platter spoon shrimp salad onto sprinkle remain tablespoon hazelnut serve"
"5603","rinse shrimp thoroughly mix dip sauce ingredient together set asidebring water boil add ginger scallion wine transfer shrimp water cover boil shrimp cook minute drain shrimp transfer serve platter serve immediately dip sauce"
"5604","large shallow dish combine ouzo lemon juice cayenne add shrimp toss coat thoroughly cover refrigerate less hour hour spin-dry shrimp large skillet heat tablespoon oil shimmer add half shrimp cook high heat stir golden just cook minute season salt transfer platter repeat remain oil shrimp serve hot warm"
"5605","preheat grill mediumhigh heat place first ingredient food processor process smooth place shrimp grill rack coat cook spray grill shrimp minute side do garnish parsley desire serve sauce"
"5606","cook orzo accord package direction omit salt fat drain place orzo medium bowl stir parsley teaspoon salt cover keep warm orzo cook melt tablespoon butter large nonstick skillet mediumhigh heat sprinkle shrimp remain teaspoon salt add half shrimp pan saut minute almost do transfer shrimp plate melt teaspoon butter pan add remain shrimp pan saut minute almost do transfer plate melt remain tablespoon butter pan add garlic pan cook second stir constantly stir shrimp juice pepper cook minute shrimp do"
"5607","combine cup ice water salt large bowl stir salt dissolve add shrimp cover refrigerate minute drain shrimp discard brine rinse pat spin-dry cook pasta accord package direction omit salt fat drain keep warm combine cup water cornstarch small bowl add vinaigrette stir whisk good blend heat oil large skillet high heat add shrimp pan stirfry minute add butter garlic pan stirfry minute reduce heat low add cornstarch mixture pan bring boil cook minute stir constantly remove heat stir basil serve shrimp mixture pasta sprinkle sesame seed"
"5608","small saucepan combine vinegar sugar fish sauce tsp salt stir low heat sugar dissolve set aside cool slightly large bowl combine cabbage carrot bell pepper scallion toss good pour vinegar mixture cabbage mix good combine toss peanut let sit stir occasionally minute large nonstick skillet heat tbs sesame oil mediumhigh heat toss shrimp tsp salt tsp pepper put half shrimp skillet saut opaque throughout minute transfer cook shrimp clean bowl repeat remain tbs oil half shrimp toss shrimp slaw serve size base ten serving calorie fat fat calorie saturate fat protein monounsaturated fat carbohydrate cholesterol fiber photo scott phillips rate recipe view review polyunsaturated fat sodium"
"5609","cook rice accord package direction omit salt fatwhile rice cook combine teaspoon salt next ingredient teaspoon salt black pepper large ziptop plastic bag add shrimp seal shake coat heat tablespoon oil large skillet mediumhigh heat add shrimp cook minute turn add garlic saut minute add tequila tablespoon cilantro cook minute combine teaspoon salt tablespoon oil tablespoon cilantro lime juice pour rice toss coat serve shrimp rice mixture serve lime wedge desire"
"5611","combine first ingredient small bowl chill rmoulade ready serve combine lemon juice sea salt whisk oil stir shrimp let stand minute drain shrimp discard marinade grill mediumhigh heat minute shrimp just cook turn serve rmoulade garnish desire"
"5612","combine fish sauce dark brown sugar crush red pepper flake water medium bowl whisk brown sugar dissolve heat vegetable oil large saut pan medium heat add onion cook stir frequently soft translucent minute add garlic cook minute brownturn heat mediumhigh add shrimp cook stir frequently shrimp just barely pink still translucent spot minute add fish sauce mixture turn heat medium simmer shrimp cook minute note sauce will thin heat stir scallion cilantro serve immediately jasmine rice"
"5614","peel shrimp leave tail devein desire combine shrimp mojo de ajo toss coat let stand minute meanwhile soak wooden skewer water minute remove shrimp mojo de ajo discard marinade thread shrimp onto skewer grill cover grill lid mediumhigh heat minute side just shrimp turn pink garnish desire"
"5615","combine cup water old bay season dutch oven bring boil add shrimp cover remove heat let stand minute just shrimp turn pink drain good garnish desire serve immediately sauce chill peelandeat shrimp dip sauce prepare recipe direct place cook shrimp glass bowl cover chill hour serve sauce prep min cook min chill hr"
"5616","place ingredient except shrimp small bowl stir wellcombined cover plastic wrap refrigerate ready serve place shrimp large colander run cold water defrost pat spin-dry paper towel put bowl cover refrigerate less minute hour serve arrange shrimp platter serve rmoulade"
"5617","small skillet mix sugar tablespoon water cook high heat stir sugar dissolve cook without stir deep amber caramel form minute remove heat stir remain tablespoon water transfer caramel small heatproof bowl heat wok high heat add canola oil heat just begin smoke add onion garlic stirfry just soften minute add shrimp stirfry minute add chile fish sauce pepper scallion caramel cook moderate heat stir occasionally shrimp pink curl minute add dilute coconut milk cook slightly reduce minute serve rice"
"5619","peel shrimp devein desire toss shrimp flour lightly coat shake remove excess cook bacon medium skillet mediumhigh heat minute crisp remove bacon drain paper towel reserve drippings skillet saut mushroom hot drippings minute just mushroom begin release liquid add shrimp saut minute just shrimp turn pink add garlic saut minute brown garlic add lemon juice next ingredient serve immediately creamy cheddar cheese grit sprinkle bacon"
"5621","preheat oven peel shrimp leave tail devein desire place wire rack coat cook spray x inch jellyroll pan whisk egg white just foamy stir together cornstarch jerk season shallow dish stir together coconut japanese breadcrumb paprika another shallow dish dredge shrimp time cornstarch mixture dip egg white dredge coconut mixture press gently finger lightly coat shrimp side cook spray arrange shrimp wire rack bake minute just shrimp turn pink turn minute"
"5622","medium saucepan bring cup water boil add tsp salt pour polenta thin stream whisk constantly whisk mixture come steady simmer reduce heat maintain gentle simmer cover stir every minute do minute total meanwhile large fry pan mediumhigh heat cook bacon fat render edge start brown crisp bacon cook trim stem end green onion leave onion intact possible drain bacon paper towel chop set aside remove tbsp bacon fat pan add whole green onion cook soft start brown minute turn brown opposite side minute green onion cook halve tomato along equator sprinkle cut side salt pepper chop garlic set aside transfer green onion bake sheet platter cover keep warm put tomato half cut side pan bacon fat cook start brown minute turn cook heat bite soft minute transfer bake sheet green onion keep warm add garlic pan cook stir fragrant minute add shrimp cook stir constantly start turn pink minute pour wine continue cook stir scrape brown bit pan shrimp cook minute remove heat stir butter cheese bacon polenta divide polenta among plate top shrimp remain liquid pan divide evenly set tomato half several green onion beside polenta serve immediately"
"5623","cook rice accord package direction meanwhile place undrained tomato artichoke inch skillet cook mediumhigh heat minute just boil add shrimp cook minute just shrimp turn pink stir frequently stir remain ingredient except lemon serve rice squeeze lemon juice desire"
"5624","cook rice accord package direction meanwhile spray large skillet cook spray heat mediumhigh heat add onion cook minute crisptender stir occasionally add next ingredient cook minute just boil add remain ingredient cook minute just shrimp turn pink stir frequently serve rice"
"5627","bake recipe barbecue recipe blender recipe bread machine recipe convection oven recipe"
"5628","stir together soften cream cheese sour cream dill chop fresh chive fresh lemon juice salt cut cucumber inchthick round scoop seed center cucumber round use melon baller small spoon leave inchthick shell fill cucumber cup cream cheese mixture top peel perfect poach shrimp garnish desire"
"5629","bring first ingredient boil saucepan cover reduce heat simmer minute remove heat let stand minute fluff fork heat large skillet mediumhigh heat coat pan cook spray add shrimp saut minute do remove shrimp pan keep warm spoon coconut cream thick part top can pan use slot spoon add curry paste cook minute liquid almost evaporate stir constantly stir remain coconut milk fish sauce sugar reduce heat medium simmer minute sauce thicken stir frequently add bell pepper toss coat increase heat mediumhigh cook minute crisptender add shrimp cook minute thoroughly heat remove heat stir lime juice spoon cup rice onto plate top serve cup shrimp mixture"
"5630","peel shrimp leave tail intact cut piece parchment paper fit rack bamboo steamer top lemon grass divide shrimp bell pepper next ingredient bell pepper lime slice two rack cover steamer lid add water wok depth inch bring boil place steamer wok steam minute shrimp do remove shrimp mixture steamer discard parchment paper serve lime wedge"
"5632","heat oil large nonstick skillet mediumhigh heat add shrimp pan saut minute add mustard pepper sauce pan saut minute stir frequently stir onion cook minute remove heat stir dice mango sprinkle cilantro serve lime wedge"
"5633","heat oil large nonstick skillet mediumhigh heat add shrimp pepper flake garlic saut minute add remain ingredient cook minute stir frequently shrimp do mixture thoroughly heat"
"5634","prepare grill mediumhigh heat combine first ingredient combine oil shrimp large bowl toss good coat sprinkle spice mixture shrimp toss coat thread shrimp evenly onto inch skewer place skewer grill rack coat cook spray grill minute do turn combine cup chop fresh pineapple cup chop cucumber cup vertically slice red onion tablespoon chop fresh cilantro teaspoon cider vinegar"
"5635","preheat oven heat oil large nonstick skillet mediumhigh heat add oregano next ingredient oregano garlic saut minute spoon shrimp mixture x inch bake dish coat cook spray add wine skillet cook low heat reduce cup minute stir tomato pour shrimp mixture sprinkle cheese bake minute serve mixture pasta sprinkle parsley"
"5636","bring water boil large saucepan add shrimp season cook minute do drain cool completely place shrimp large ziptop plastic bag add remain ingredient seal marinate refrigerator minute turn bag occasionally remove shrimp bag reserve marinade peel shrimp place large bowl add reserve marinade toss gently coat"
"5637","melt butter large nonstick skillet mediumhigh heat add tablespoon bacon bit garlic saut minute add shrimp saut minute add mushroom cook minute mushroom tender shrimp do stir frequently stir onion salt hot sauce remove heat stir parsley lemon juice sprinkle tablespoon bacon bit"
"5639","remove head shrimp peel devein leave tail intact season lightly salt pepper set aside small bowl combine tomato shallot garlic basil parsley season salt pepper stir vinegar lime juice cup olive oil mix good heat inch skillet pour remain tablespoon olive oil mediumhigh heat cook shrimp batch necessary minute per side crowd pan overcook welldone shrimp will become spin-dry"
"5640","prepare spice paste combine first ingredient food processor process smooth heat large nonstick skillet mediumhigh heat coat pan cook spray add spice paste pan saut minute fragrant add coconut milk shrimp simmer minute shrimp do garnish cilantro desire"
"5641","heat oil large nonstick skillet mediumhigh heat sprinkle shrimp teaspoon salt pepper add shrimp pan cook minute turn remove pan keep warm add broth garlic pea pan simmer minute combine teaspoon salt pea mixture mint butter blender process smooth add vinegar pulse combine spoon cup pea sauce onto plate top serve shrimp"
"5642","medium pot heat oil low add red pepper saut soft minute add scallion white cup cilantro red pepper flake garlic cook minute add tomato coconut milk salt taste cover simmer low minute let flavor blend together thicken sauce add shrimp cook minute add lime juiceto serve divide equally among bowl top scallion cilantroadapted fine cook print sp pp lenten friendly recipe main dish recipe seafood recipesposted march gina comment"
"5643","pour broth cup glass measure microwave mediumhigh minute combine broth thyme black pepper large saucepan mediumhigh heat simmer heat medium skillet mediumhigh heat add oil pan swirl coat add carrot onion celery saut minute tender add flour stir whisk stir carrot mixture shrimp broth mixture cover simmer minute stir cream cover simmer minute sustainable choice sure buy us wildcaught farm shrimp good sustainable option"
"5644","cook rice accord package direction omit salt fat melt tablespoon butter large nonstick skillet mediumhigh heat add garlic pan saut second add salt chile powder shrimp pan saut minute stir vermouth juice sugar cook minute shrimp do remove heat stir remain tablespoon butter cilantro serve rice"
"5645","peel shrimp devein desire prepare coconutlime rice meanwhile process cilantro next ingredient tbsp olive oil food processor second smooth stop scrape side saut shrimp remain tbsp hot oil large skillet mediumhigh heat minute just shrimp turn pink stir cilantro mixture"
"5646","heat large nonstick skillet coat cook spray mediumhigh heat add onion saut minute add cumin chili powder shrimp garlic saut minute remove heat add butter salt hot sauce stir butter melt stir juice green onion garnish lime wedge desire"
"5647","preheat oven place bread food processor pulse fine crumb measure cup combine breadcrumb parsley garlic heat teaspoon butter teaspoon oil large skillet mediumhigh heat add breadcrumb mixture cook minute golden brown garlic fragrant stir frequently coat individual gratin dish remain teaspoon oil arrange shrimp single layer dish sprinkle dash salt dash pepper sprinkle cup breadcrumb mixture top tomato slice sprinkle remain dash salt dash pepper top remain cup breadcrumb mixture dot remain teaspoon butter bake minute shrimp do drizzle vinegar"
"5648","medium saucepan lid heat tablespoon oil medium add onion cook soften minute add broth bring boil add rice season salt pepper cover reduce heat low simmer rice tender minute"
"5650","cook bacon large skillet medium high heat crispy brown remove bacon pan paper towel reserve tablespoon bacon fat pan cook shrimp combine shrimp basil oregano paprika salt pepper toss together bring chicken stock boil whisk polenta stir medium heat polenta thicken minute whisk cheese heavy cream set aside reheat skillet add shrimp garlic half green onion cook minute turn shrimp shrimp cook serve spoon polenta bowl top shrimp mixture sprinkle remain green onion crisp bacon top serve immediately"
"5651","oven roast tomato garlic bread nut bake sheet minute transfer food processor pulse roughly chop add pimento vinegar oil paprika salt pulse good combine toss prawn half romesco sauce coat spread single layer bake sheet roast minute shrimp just barely cook serve remain sauce dip"
"5655","preheat oven f place blue bonnet small quart bake dish melt oven add onion pimientos garlic lemon juice dill wee stir together add shrimp toss coat bake uncover minute just shrimp turn pink"
